timestamp,vehicle_id,packet_size,e2e_delay,service_time
13.2370017608,10.0.0.2,985,0.000000866,0.0758344
13.3020020152,10.0.0.2,1144,0.0000009932,0.118234
13.4410017656,10.0.0.3,988,0.0000008684,0.0254248
13.4920017688,10.0.0.1,990,0.00000087,0.192674
13.5030017512,10.0.0.1,979,0.0000008612,0.0114177
13.5270017784,10.0.0.2,996,0.0000008748,0.196933
13.5450020136,10.0.0.2,1143,0.0000009924,0.137158
13.5610019096,10.0.0.1,1078,0.0000009404,0.0144391
13.6620019336,10.0.0.2,1093,0.0000009524,0.0950359
13.8260020344,10.0.0.2,1156,0.0000010028,0.0644427
14.0640015576,10.0.0.1,858,0.0000007644,0.0124184
14.0640027088,10.0.0.1,1113,0.0000009684,0.0555389
14.0880018344,10.0.0.2,1031,0.0000009028,0.141073
14.1000016584,10.0.0.1,921,0.0000008148,0.299696
14.2330020872,10.0.0.2,1189,0.0000010292,0.117356
14.6600019368,10.0.0.3,1095,0.000000954,0.141492
14.6980018472,10.0.0.1,1039,0.0000009092,0.0143635
14.7130017992,10.0.0.2,1009,0.0000008852,0.0652435
14.751001524,10.0.0.1,837,0.0000007476,0.118053
15.0730019144,10.0.0.2,1081,0.0000009428,0.0156211
15.1000022184,10.0.0.1,1271,0.0000010948,0.384535
15.1080019512,10.0.0.3,1104,0.0000009612,0.0549352
15.4100015096,10.0.0.3,828,0.0000007404,0.114865
15.4900016552,10.0.0.1,919,0.0000008132,0.0243409
15.6100014808,10.0.0.1,810,0.000000726,0.0668218
15.68400166,10.0.0.1,922,0.0000008156,0.0884097
15.8230017976,10.0.0.2,1008,0.0000008844,0.0739588
15.84600178,10.0.0.3,997,0.0000008756,0.106474
15.8940020104,10.0.0.1,1141,0.0000009908,0.0671468
15.8970019672,10.0.0.2,1114,0.0000009692,0.0535056
15.912002148,10.0.0.1,1227,0.0000010596,0.320152
15.9230017432,10.0.0.2,974,0.0000008572,0.411338
15.9900016504,10.0.0.3,916,0.0000008108,0.167368
16.0620018744,10.0.0.2,1056,0.0000009228,0.0175976
16.3550018728,10.0.0.1,1055,0.000000922,0.0243068
16.3900014824,10.0.0.2,811,0.0000007268,0.408822
16.4970017976,10.0.0.2,1008,0.0000008844,0.0841626
16.6220020136,10.0.0.2,1143,0.0000009924,0.0763553
16.6290020744,10.0.0.1,1181,0.0000010228,0.0115662
16.9060017592,10.0.0.2,984,0.0000008652,0.00740528
17.1470019912,10.0.0.3,1129,0.0000009812,0.0359777
17.2180019528,10.0.0.3,1105,0.000000962,0.0379184
17.3630018616,10.0.0.1,1048,0.0000009164,0.0185299
17.4250018872,10.0.0.2,1064,0.0000009292,0.505981
17.4830018232,10.0.0.1,1024,0.0000008972,0.011669
17.537001788,10.0.0.2,1002,0.0000008796,0.618846
17.569001588,10.0.0.3,877,0.0000007796,0.265548
17.5860018584,10.0.0.3,1046,0.0000009148,0.121373
17.6990020536,10.0.0.3,1168,0.0000010124,0.0642638
17.7970019624,10.0.0.2,1111,0.0000009668,0.195551
17.8150016904,10.0.0.1,941,0.0000008308,0.417017
17.9120015944,10.0.0.3,881,0.0000007828,0.477429
17.9140017192,10.0.0.1,959,0.0000008452,0.0614661
18.127001772,10.0.0.3,992,0.0000008716,0.131664
18.1670017432,10.0.0.3,974,0.0000008572,0.0927497
18.2660016888,10.0.0.1,940,0.00000083,0.0379338
18.3540021816,10.0.0.2,1248,0.0000010764,0.0597254
18.3850014232,10.0.0.1,774,0.0000006972,0.412193
18.4090018632,10.0.0.3,1049,0.0000009172,0.00544044
18.44400178,10.0.0.3,997,0.0000008756,0.00693392
18.4860015336,10.0.0.2,843,0.0000007524,0.0788647
18.565001956,10.0.0.1,1107,0.0000009636,0.0911772
18.66200182,10.0.0.1,1022,0.0000008956,0.0134923
18.6900017432,10.0.0.3,974,0.0000008572,0.303392
18.8670018632,10.0.0.2,1049,0.0000009172,0.070824
19.085002092,10.0.0.1,1192,0.0000010316,0.0809717
19.1020017928,10.0.0.1,1005,0.000000882,0.0585037
19.1150017864,10.0.0.1,1001,0.0000008788,0.262762
19.3550016712,10.0.0.1,929,0.0000008212,0.00236575
19.563001868,10.0.0.2,1052,0.0000009196,0.204096
19.5630026752,10.0.0.2,974,0.0000008908,0.0815686
19.5700015704,10.0.0.3,866,0.0000007708,0.0779684
19.6520018616,10.0.0.3,1048,0.0000009164,0.0763637
19.6710018824,10.0.0.2,1061,0.0000009268,0.254088
19.78300214,10.0.0.2,1222,0.0000010556,0.240998
19.9640017304,10.0.0.2,966,0.0000008508,0.00140988
20.05200186,10.0.0.3,1047,0.0000009156,0.0180747
20.0860015928,10.0.0.3,880,0.000000782,0.0192395
20.27500178,10.0.0.3,997,0.0000008756,0.0140059
20.5710016216,10.0.0.2,898,0.0000007964,0.0418429
20.6280019656,10.0.0.2,1113,0.0000009684,0.0340942
20.6340019016,10.0.0.3,1073,0.0000009364,0.00569096
20.9270017016,10.0.0.3,948,0.0000008364,0.125362
20.9950019528,10.0.0.2,1105,0.000000962,0.148021
21.0890019432,10.0.0.3,1099,0.0000009572,0.0372264
21.1130019528,10.0.0.3,1105,0.000000962,0.0680463
21.275001804,10.0.0.1,1012,0.0000008876,0.302313
21.5420018296,10.0.0.2,1028,0.0000009004,0.28381
21.5460019256,10.0.0.1,1088,0.0000009484,0.126522
21.8810016328,10.0.0.1,905,0.000000802,0.0129675
22.0010016136,10.0.0.2,893,0.0000007924,0.0483125
22.1440017208,10.0.0.3,960,0.000000846,0.0519453
22.223001772,10.0.0.3,992,0.0000008716,0.263734
22.3830017736,10.0.0.1,993,0.0000008724,0.151597
22.4210018872,10.0.0.3,1064,0.0000009292,0.112627
22.4850018456,10.0.0.2,1038,0.0000009084,0.0281805
22.5400017992,10.0.0.1,1009,0.0000008852,0.230365
22.862001828,10.0.0.3,1027,0.0000008996,0.590605
22.9630018056,10.0.0.1,1013,0.0000008884,0.0334449
23.2430018312,10.0.0.1,1029,0.0000009012,0.103041
23.3750017032,10.0.0.3,949,0.0000008372,0.0541052
